"class_name","class_rating","professor_name","overall","easiness","workload","clarity","helpfulness"
"THEATER C156A","3.4","Richard Rose","3.4","2.2","2.4","3.0","3.4"
"THEATER 131A","3.2","Gary Gardner","3.2","2.2","2.2","3.0","3.5"
"THEATER 131A","3.2","Sylvan Oswald","N/A","N/A","N/A","N/A","N/A"
"THEATER 131A","3.2","Michael Vukadinovich","N/A","N/A","N/A","N/A","N/A"
"THEATER 14C","2.9","Alan Armstrong","3.6","1.6","1.2","3.0","2.8"
"THEATER 14C","2.9","Raquel Barreto","N/A","N/A","N/A","N/A","N/A"
"THEATER 14C","2.9","Richard Rose","3.5","3.0","2.5","3.5","3.2"
"THEATER 14C","2.9","William Ward","1.5","1.8","2.0","1.5","1.5"
"THEATER 116A","2.8","Sandra Caruso","4.4","2.1","2.0","4.1","4.6"
"THEATER 116A","2.8","Luis Conte","N/A","N/A","N/A","N/A","N/A"
"THEATER 116A","2.8","S Conte","1.0","1.0","1.0","1.0","1.3"
"THEATER 116A","2.8","Marilyn Fox","N/A","N/A","N/A","N/A","N/A"
"THEATER 116A","2.8","J Moreland","N/A","N/A","N/A","N/A","N/A"
"THEATER 116A","2.8","Judith Moreland","N/A","N/A","N/A","N/A","N/A"
"THEATER 116A","2.8","April Shawhan","N/A","N/A","N/A","N/A","N/A"
"THEATER 102E","2.7","Patricia Harter","2.7","1.9","1.7","2.7","2.9"
"THEATER 102B","2.5","Patricia Harter","2.5","2.0","1.8","2.8","2.2"
"THEATER 101C","2.4","Sue-ellen Case","3.2","1.0","1.0","3.2","2.6"
"THEATER 101C","2.4","David Gorshein","N/A","N/A","N/A","N/A","N/A"
"THEATER 101C","2.4","Sean Metzger","N/A","N/A","N/A","N/A","N/A"
"THEATER 101C","2.4","Carol Sorgenfrei","1.6","2.6","2.4","1.6","1.6"
"THEATER 11","2.4","Sue-ellen Case","N/A","N/A","N/A","N/A","N/A"
"THEATER 11","2.4","J Erwin","N/A","N/A","N/A","N/A","N/A"
"THEATER 11","2.4","Anndretta Lyle","N/A","N/A","N/A","N/A","N/A"
"THEATER 11","2.4","Yvette Martinez-Vu","N/A","N/A","N/A","N/A","N/A"
"THEATER 11","2.4","Sean Metzger","N/A","N/A","N/A","N/A","N/A"
"THEATER 11","2.4","Courtney Ryan","N/A","N/A","N/A","N/A","N/A"
"THEATER 11","2.4","Shelley Salamensky","N/A","N/A","N/A","N/A","N/A"
"THEATER 11","2.4","Lisa Sloan","N/A","N/A","N/A","N/A","N/A"
"THEATER 11","2.4","Haiping Yan","2.4","2.2","2.0","2.4","2.2"
"THEATER 149","2.3","Alan Armstrong","3.3","1.8","1.5","3.7","3.7"
"THEATER 149","2.3","Raquel Barreto","N/A","N/A","N/A","N/A","N/A"
"THEATER 149","2.3","Sara Clement","N/A","N/A","N/A","N/A","N/A"
"THEATER 149","2.3","Daniel Ionazzi","N/A","N/A","N/A","N/A","N/A"
"THEATER 149","2.3","Neil Peter Jampolis","2.6","2.2","1.8","3.4","3.6"
"THEATER 149","2.3","William Ward","1.1","1.4","1.7","1.6","1.7"
"THEATER 118A","2.2","Perry Daniel","N/A","N/A","N/A","N/A","N/A"
"THEATER 118A","2.2","Patricia Harter","2.2","1.5","1.8","2.8","2.5"
"THEATER 20","1.8","J.ed Araiza","5.0","5.0","4.0","5.0","5.0"
"THEATER 20","1.8","Tara Bien-Aime Turnbull","N/A","N/A","N/A","N/A","N/A"
"THEATER 20","1.8","Sue-ellen Case","N/A","N/A","N/A","N/A","N/A"
"THEATER 20","1.8","Francis Cermak","N/A","N/A","N/A","N/A","N/A"
"THEATER 20","1.8","Perry Daniel","N/A","N/A","N/A","N/A","N/A"
"THEATER 20","1.8","Jeanette Godoy","N/A","N/A","N/A","N/A","N/A"
"THEATER 20","1.8","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER 20","1.8","Eliza Laytner","N/A","N/A","N/A","N/A","N/A"
"THEATER 20","1.8","Lea Madda","N/A","N/A","N/A","N/A","N/A"
"THEATER 20","1.8","Vikas Mullick","N/A","N/A","N/A","N/A","N/A"
"THEATER C154A","1.7","Jeffrey Burke","N/A","N/A","N/A","N/A","N/A"
"THEATER C154A","1.7","William Ward","1.7","1.6","1.7","1.4","1.6"
"THEATER 102A","1.5","Carol Sorgenfrei","1.5","2.8","3.0","1.2","1.2"
"THEATER 13","1.5","Thomas Fitzgerald","N/A","N/A","N/A","N/A","N/A"
"THEATER 13","1.5","David Gorshein","N/A","N/A","N/A","N/A","N/A"
"THEATER 13","1.5","F Pernoon","N/A","N/A","N/A","N/A","N/A"
"THEATER 13","1.5","Carol Sorgenfrei","1.5","2.5","2.2","1.5","1.2"
"THEATER 116B","1.0","S Conte","1.0","1.0","1.0","1.5","1.5"
"THEATER 116B","1.0","J Moreland","N/A","N/A","N/A","N/A","N/A"
"THEATER 116B","1.0","Michael Shapiro","N/A","N/A","N/A","N/A","N/A"
"THEATER 116B","1.0","April Shawhan","N/A","N/A","N/A","N/A","N/A"
"THEATER 116C","1.0","S Conte","1.0","1.0","1.0","1.5","1.2"
"THEATER 116C","1.0","April Shawhan","N/A","N/A","N/A","N/A","N/A"
"THEATER 103F","N/A","Hanay Geiogamah","N/A","N/A","N/A","N/A","N/A"
"THEATER 107","N/A","Hanay Geiogamah","N/A","N/A","N/A","N/A","N/A"
"THEATER 108","N/A","M Fuentes","N/A","N/A","N/A","N/A","N/A"
"THEATER 111A","N/A","Shelley Salamensky","N/A","N/A","N/A","N/A","N/A"
"THEATER 113","N/A","Deborah Landis","N/A","N/A","N/A","N/A","N/A"
"THEATER 113","N/A","Michael Mclain","N/A","N/A","N/A","N/A","N/A"
"THEATER 113","N/A","Sean Metzger","N/A","N/A","N/A","N/A","N/A"
"THEATER 113","N/A","Shelley Salamensky","N/A","N/A","N/A","N/A","N/A"
"THEATER 113","N/A","Carol Sorgenfrei","N/A","N/A","N/A","N/A","N/A"
"THEATER 118B","N/A","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER 118B","N/A","Timothy Robbins","N/A","N/A","N/A","N/A","N/A"
"THEATER 122","N/A","Samuel Baker","N/A","N/A","N/A","N/A","N/A"
"THEATER 122","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER 123","N/A","Luis Conte","N/A","N/A","N/A","N/A","N/A"
"THEATER 123","N/A","Thomas Orth","N/A","N/A","N/A","N/A","N/A"
"THEATER 123","N/A","M Probosz","N/A","N/A","N/A","N/A","N/A"
"THEATER 124A","N/A","A Cabot","N/A","N/A","N/A","N/A","N/A"
"THEATER 124A","N/A","Amy Chaffee","N/A","N/A","N/A","N/A","N/A"
"THEATER 124A","N/A","Paul Wagar","N/A","N/A","N/A","N/A","N/A"
"THEATER 124B","N/A","A Cabot","N/A","N/A","N/A","N/A","N/A"
"THEATER 124B","N/A","Paul Wagar","N/A","N/A","N/A","N/A","N/A"
"THEATER 124C","N/A","A Cabot","N/A","N/A","N/A","N/A","N/A"
"THEATER 124C","N/A","Robert Duval","N/A","N/A","N/A","N/A","N/A"
"THEATER 124C","N/A","Sharna Fabiano","N/A","N/A","N/A","N/A","N/A"
"THEATER 124C","N/A","Jean-louis Rodrigue","N/A","N/A","N/A","N/A","N/A"
"THEATER 124C","N/A","Paul Wagar","N/A","N/A","N/A","N/A","N/A"
"THEATER 124D","N/A","A Cabot","N/A","N/A","N/A","N/A","N/A"
"THEATER 124D","N/A","Paul Wagar","N/A","N/A","N/A","N/A","N/A"
"THEATER 124E","N/A","Scott Brick","N/A","N/A","N/A","N/A","N/A"
"THEATER 124E","N/A","Amy Chaffee","N/A","N/A","N/A","N/A","N/A"
"THEATER 124E","N/A","Paul Wagar","N/A","N/A","N/A","N/A","N/A"
"THEATER 124F","N/A","Paul Wagar","N/A","N/A","N/A","N/A","N/A"
"THEATER 125D","N/A","E. Monaghan","N/A","N/A","N/A","N/A","N/A"
"THEATER 125D","N/A","Jean-louis Rodrigue","N/A","N/A","N/A","N/A","N/A"
"THEATER 125D","N/A","J.e. Santo","N/A","N/A","N/A","N/A","N/A"
"THEATER 125E","N/A","Jean-louis Rodrigue","N/A","N/A","N/A","N/A","N/A"
"THEATER 125E","N/A","J.e. Santo","N/A","N/A","N/A","N/A","N/A"
"THEATER 125F","N/A","J.e. Santo","N/A","N/A","N/A","N/A","N/A"
"THEATER 126A","N/A","Joe Olivieri","N/A","N/A","N/A","N/A","N/A"
"THEATER 126A","N/A","Joseph Olivieri","N/A","N/A","N/A","N/A","N/A"
"THEATER 126B","N/A","Andrew Borba","N/A","N/A","N/A","N/A","N/A"
"THEATER 126B","N/A","Joe Olivieri","N/A","N/A","N/A","N/A","N/A"
"THEATER 128A","N/A","Michael Donovan","N/A","N/A","N/A","N/A","N/A"
"THEATER 128A","N/A","Jeremy Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 128A","N/A","D Morong","N/A","N/A","N/A","N/A","N/A"
"THEATER 128A","N/A","Joe Olivieri","N/A","N/A","N/A","N/A","N/A"
"THEATER 131B","N/A","Hanay Geiogamah","N/A","N/A","N/A","N/A","N/A"
"THEATER 131B","N/A","Simon Oswald","N/A","N/A","N/A","N/A","N/A"
"THEATER 135A","N/A","T. Battle","N/A","N/A","N/A","N/A","N/A"
"THEATER 135A","N/A","Dan Belzer","N/A","N/A","N/A","N/A","N/A"
"THEATER 135A","N/A","M.j. Duprey","N/A","N/A","N/A","N/A","N/A"
"THEATER 135A","N/A","Linda Kerns","N/A","N/A","N/A","N/A","N/A"
"THEATER 135A","N/A","Denise Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 135A","N/A","Jeremy Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 135B","N/A","Dan Belzer","N/A","N/A","N/A","N/A","N/A"
"THEATER 135B","N/A","M.j. Duprey","N/A","N/A","N/A","N/A","N/A"
"THEATER 135B","N/A","Linda Kerns","N/A","N/A","N/A","N/A","N/A"
"THEATER 135B","N/A","Denise Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 135B","N/A","Jeremy Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 135D","N/A","Dan Belzer","N/A","N/A","N/A","N/A","N/A"
"THEATER 135D","N/A","Denise Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 135D","N/A","Jeremy Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 135E","N/A","Dan Belzer","N/A","N/A","N/A","N/A","N/A"
"THEATER 135E","N/A","Denise Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 135E","N/A","Jeremy Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 136","N/A","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER 136","N/A","L Kazan","N/A","N/A","N/A","N/A","N/A"
"THEATER 136","N/A","April Shawhan","N/A","N/A","N/A","N/A","N/A"
"THEATER 15","N/A","Darcie Crager","N/A","N/A","N/A","N/A","N/A"
"THEATER 15","N/A","Yujiao Gong","N/A","N/A","N/A","N/A","N/A"
"THEATER 15","N/A","Brian Kite","N/A","N/A","N/A","N/A","N/A"
"THEATER 15","N/A","Angela Lopez","N/A","N/A","N/A","N/A","N/A"
"THEATER 15","N/A","Angela Scott","N/A","N/A","N/A","N/A","N/A"
"THEATER 160","N/A","Brian Kite","N/A","N/A","N/A","N/A","N/A"
"THEATER 160","N/A","Angela Scott","N/A","N/A","N/A","N/A","N/A"
"THEATER 163A","N/A","Angela Scott","N/A","N/A","N/A","N/A","N/A"
"THEATER 163B","N/A","Brendan Hartnett","N/A","N/A","N/A","N/A","N/A"
"THEATER 163B","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER 163B","N/A","Brian Kite","N/A","N/A","N/A","N/A","N/A"
"THEATER 171A","N/A","Daniel Ionazzi","N/A","N/A","N/A","N/A","N/A"
"THEATER 171B","N/A","Daniel Ionazzi","N/A","N/A","N/A","N/A","N/A"
"THEATER 172","N/A","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER 172","N/A","Thomas O&#39;Connor","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Raquel Barreto","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Sara Clement","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Andrew Dalzell","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Adam Flemming","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Deborah Landis","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Richard Rose","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Jane Ruhm","N/A","N/A","N/A","N/A","N/A"
"THEATER 173A","N/A","Pablo Santiago-Brandwein","N/A","N/A","N/A","N/A","N/A"
"THEATER 173B","N/A","Raquel Barreto","N/A","N/A","N/A","N/A","N/A"
"THEATER 173B","N/A","Jonathan Burke","N/A","N/A","N/A","N/A","N/A"
"THEATER 173B","N/A","Myung Cho","N/A","N/A","N/A","N/A","N/A"
"THEATER 173B","N/A","Andrew Dalzell","N/A","N/A","N/A","N/A","N/A"
"THEATER 173B","N/A","Adam Flemming","N/A","N/A","N/A","N/A","N/A"
"THEATER 173B","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER 173B","N/A","Deborah Landis","N/A","N/A","N/A","N/A","N/A"
"THEATER 173B","N/A","Richard Rose","N/A","N/A","N/A","N/A","N/A"
"THEATER 173B","N/A","Jane Ruhm","N/A","N/A","N/A","N/A","N/A"
"THEATER 174A","N/A","Elizabeth Brohm Hanrahan","N/A","N/A","N/A","N/A","N/A"
"THEATER 174B","N/A","Daniel Ionazzi","N/A","N/A","N/A","N/A","N/A"
"THEATER 174C","N/A","Daniel Ionazzi","N/A","N/A","N/A","N/A","N/A"
"THEATER 174D","N/A","Elizabeth Brohm Hanrahan","N/A","N/A","N/A","N/A","N/A"
"THEATER 175A","N/A","Jeremy Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 175D","N/A","V Foster","N/A","N/A","N/A","N/A","N/A"
"THEATER 175D","N/A","Monica Payne","N/A","N/A","N/A","N/A","N/A"
"THEATER 206","N/A","Michelle Carriger","N/A","N/A","N/A","N/A","N/A"
"THEATER 21","N/A","Neema Barnette Mccants","N/A","N/A","N/A","N/A","N/A"
"THEATER 21","N/A","R Beltran","N/A","N/A","N/A","N/A","N/A"
"THEATER 21","N/A","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER 21","N/A","M Laskin","N/A","N/A","N/A","N/A","N/A"
"THEATER 21","N/A","M Probosz","N/A","N/A","N/A","N/A","N/A"
"THEATER 21","N/A","Peter Shushtari","N/A","N/A","N/A","N/A","N/A"
"THEATER 220","N/A","Michelle Carriger","N/A","N/A","N/A","N/A","N/A"
"THEATER 221","N/A","Sue-ellen Case","N/A","N/A","N/A","N/A","N/A"
"THEATER 23","N/A","Dan Belzer","N/A","N/A","N/A","N/A","N/A"
"THEATER 230B","N/A","Hanay Geiogamah","N/A","N/A","N/A","N/A","N/A"
"THEATER 24A","N/A","A Cabot","N/A","N/A","N/A","N/A","N/A"
"THEATER 24A","N/A","Amy Chaffee","N/A","N/A","N/A","N/A","N/A"
"THEATER 24B","N/A","A Cabot","N/A","N/A","N/A","N/A","N/A"
"THEATER 24B","N/A","Amy Chaffee","N/A","N/A","N/A","N/A","N/A"
"THEATER 24C","N/A","A Cabot","N/A","N/A","N/A","N/A","N/A"
"THEATER 24C","N/A","Amy Chaffee","N/A","N/A","N/A","N/A","N/A"
"THEATER 24C","N/A","Jean-louis Rodrigue","N/A","N/A","N/A","N/A","N/A"
"THEATER 24C","N/A","Paul Wagar","N/A","N/A","N/A","N/A","N/A"
"THEATER 25A","N/A","Sharna Fabiano","N/A","N/A","N/A","N/A","N/A"
"THEATER 25A","N/A","E. Monaghan","N/A","N/A","N/A","N/A","N/A"
"THEATER 25A","N/A","Thomas O&#39;Connor","N/A","N/A","N/A","N/A","N/A"
"THEATER 25B","N/A","E. Monaghan","N/A","N/A","N/A","N/A","N/A"
"THEATER 25B","N/A","Edward Monaghan","N/A","N/A","N/A","N/A","N/A"
"THEATER 25C","N/A","Sharna Fabiano","N/A","N/A","N/A","N/A","N/A"
"THEATER 25C","N/A","E. Monaghan","N/A","N/A","N/A","N/A","N/A"
"THEATER 264","N/A","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER 265","N/A","Marike Splint","N/A","N/A","N/A","N/A","N/A"
"THEATER 272","N/A","J.ed Araiza","N/A","N/A","N/A","N/A","N/A"
"THEATER 30","N/A","Scott Barnhardt","N/A","N/A","N/A","N/A","N/A"
"THEATER 30","N/A","Paula Vesala","N/A","N/A","N/A","N/A","N/A"
"THEATER 30","N/A","Edit Villarreal","N/A","N/A","N/A","N/A","N/A"
"THEATER 34B","N/A","F Gunn","N/A","N/A","N/A","N/A","N/A"
"THEATER 34B","N/A","Natsuo Tomita","N/A","N/A","N/A","N/A","N/A"
"THEATER 34C","N/A","F Gunn","N/A","N/A","N/A","N/A","N/A"
"THEATER 34C","N/A","Natsuo Tomita","N/A","N/A","N/A","N/A","N/A"
"THEATER 35B","N/A","Dan Belzer","N/A","N/A","N/A","N/A","N/A"
"THEATER 35B","N/A","M.j. Duprey","N/A","N/A","N/A","N/A","N/A"
"THEATER 35B","N/A","Linda Kerns","N/A","N/A","N/A","N/A","N/A"
"THEATER 35B","N/A","Denise Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 35B","N/A","Jeremy Mann","N/A","N/A","N/A","N/A","N/A"
"THEATER 35C","N/A","Dan Belzer","N/A","N/A","N/A","N/A","N/A"
"THEATER 35C","N/A","M.j. Duprey","N/A","N/A","N/A","N/A","N/A"
"THEATER 420B","N/A","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER 421B","N/A","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER 423","N/A","Jeffrey Burke","N/A","N/A","N/A","N/A","N/A"
"THEATER 423","N/A","Jean-louis Rodrigue","N/A","N/A","N/A","N/A","N/A"
"THEATER 424A","N/A","Paul Wagar","N/A","N/A","N/A","N/A","N/A"
"THEATER 424E","N/A","Amy Chaffee","N/A","N/A","N/A","N/A","N/A"
"THEATER 424E","N/A","Paul Wagar","N/A","N/A","N/A","N/A","N/A"
"THEATER 425A","N/A","J.ed Araiza","N/A","N/A","N/A","N/A","N/A"
"THEATER 425D","N/A","Edward Monaghan","N/A","N/A","N/A","N/A","N/A"
"THEATER 430B","N/A","Edit Villarreal","N/A","N/A","N/A","N/A","N/A"
"THEATER 435AW","N/A","Edit Villarreal","N/A","N/A","N/A","N/A","N/A"
"THEATER 441B","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER 445B","N/A","Myung Cho","N/A","N/A","N/A","N/A","N/A"
"THEATER 445B","N/A","Anthony Fanning","N/A","N/A","N/A","N/A","N/A"
"THEATER 449","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER 449","N/A","Deborah Landis","N/A","N/A","N/A","N/A","N/A"
"THEATER 457D","N/A","Paul Girard","N/A","N/A","N/A","N/A","N/A"
"THEATER 457D","N/A","Deborah Landis","N/A","N/A","N/A","N/A","N/A"
"THEATER 463","N/A","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER 472","N/A","Raquel Barreto","N/A","N/A","N/A","N/A","N/A"
"THEATER 472","N/A","Myung Cho","N/A","N/A","N/A","N/A","N/A"
"THEATER 472","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER 472","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER 472","N/A","Deborah Landis","N/A","N/A","N/A","N/A","N/A"
"THEATER 472","N/A","Ellen Pitz","N/A","N/A","N/A","N/A","N/A"
"THEATER 472","N/A","Richard Rose","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Raquel Barreto","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Jeffrey Burke","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Myung Cho","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Sara Clement","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Daniel Ionazzi","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Deborah Landis","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Richard Rose","N/A","N/A","N/A","N/A","N/A"
"THEATER 474","N/A","Jane Ruhm","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Adam Alonso","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Susanna Curry","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Perry Daniel","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Daniel Ionazzi","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Yuki Izumihara","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Brendan Kelly","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Kellie Knight","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Vikas Mullick","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Josh Segal","N/A","N/A","N/A","N/A","N/A"
"THEATER 50","N/A","Dominic Taylor","N/A","N/A","N/A","N/A","N/A"
"THEATER C140C","N/A","Adam Flemming","N/A","N/A","N/A","N/A","N/A"
"THEATER C144A","N/A","Jonathan Snipes","N/A","N/A","N/A","N/A","N/A"
"THEATER C144C","N/A","Jeffrey Burke","N/A","N/A","N/A","N/A","N/A"
"THEATER C151A","N/A","Sara Clement","N/A","N/A","N/A","N/A","N/A"
"THEATER C151A","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER C151B","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER C151C","N/A","Myung Cho","N/A","N/A","N/A","N/A","N/A"
"THEATER C151C","N/A","Anthony Fanning","N/A","N/A","N/A","N/A","N/A"
"THEATER C151C","N/A","Denise Hudson","N/A","N/A","N/A","N/A","N/A"
"THEATER C151C","N/A","Anthony Worthington","N/A","N/A","N/A","N/A","N/A"
"THEATER C152A","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER C152B","N/A","Neil Peter Jampolis","N/A","N/A","N/A","N/A","N/A"
"THEATER C153A","N/A","Raquel Barreto","N/A","N/A","N/A","N/A","N/A"
"THEATER C153A","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER C153B","N/A","Raquel Barreto","N/A","N/A","N/A","N/A","N/A"
"THEATER C153C","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER C153F","N/A","Deborah Landis","N/A","N/A","N/A","N/A","N/A"
"THEATER C153F","N/A","Jane Ruhm","N/A","N/A","N/A","N/A","N/A"
"THEATER C154B","N/A","Jonathan Burke","N/A","N/A","N/A","N/A","N/A"
"THEATER C155A","N/A","Richard Rose","N/A","N/A","N/A","N/A","N/A"
"THEATER C155B","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER C155C","N/A","Kaitlyn Pietras","N/A","N/A","N/A","N/A","N/A"
"THEATER C155C","N/A","Robin Schneider","N/A","N/A","N/A","N/A","N/A"
"THEATER C155D","N/A","Myung Cho","N/A","N/A","N/A","N/A","N/A"
"THEATER C155E","N/A","Mariano Diaz Ortiz","N/A","N/A","N/A","N/A","N/A"
"THEATER C155E","N/A","Gina Flanagan","N/A","N/A","N/A","N/A","N/A"
"THEATER C155E","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER C155F","N/A","Mariano Diaz Ortiz","N/A","N/A","N/A","N/A","N/A"
"THEATER C155F","N/A","Chrisi Karvonides-Dushenko","N/A","N/A","N/A","N/A","N/A"
"THEATER C155G","N/A","Kimberly Lyons","N/A","N/A","N/A","N/A","N/A"
"THEATER C155H","N/A","Robin Schneider","N/A","N/A","N/A","N/A","N/A"
"THEATER C157A","N/A","Paul Girard","N/A","N/A","N/A","N/A","N/A"
"THEATER C157B","N/A","Paul Girard","N/A","N/A","N/A","N/A","N/A"
"THEATER C285A","N/A","Jose luis Valenzuela","N/A","N/A","N/A","N/A","N/A"
"THEATER C433A","N/A","Dominic Taylor","N/A","N/A","N/A","N/A","N/A"
"THEATER C446B","N/A","Brian Kite","N/A","N/A","N/A","N/A","N/A"
"THEATER C446B","N/A","Maia Rychlik","N/A","N/A","N/A","N/A","N/A"
"THEATER C453F","N/A","Deborah Landis","N/A","N/A","N/A","N/A","N/A"
"THEATER C453F","N/A","Jane Ruhm","N/A","N/A","N/A","N/A","N/A"
"THEATER C455A","N/A","Richard Rose","N/A","N/A","N/A","N/A","N/A"
"THEATER C455C","N/A","Robin Schneider","N/A","N/A","N/A","N/A","N/A"
"THEATER C455C","N/A","Nathan Schroeder","N/A","N/A","N/A","N/A","N/A"
"THEATER C455E","N/A","Gina Flanagan","N/A","N/A","N/A","N/A","N/A"
"THEATER C455G","N/A","Kimberly Lyons","N/A","N/A","N/A","N/A","N/A"
"THEATER C457B","N/A","Paul Girard","N/A","N/A","N/A","N/A","N/A"
"THEATER M103A","N/A","Zachary Price","N/A","N/A","N/A","N/A","N/A"
"THEATER M103E","N/A","B Freeman","N/A","N/A","N/A","N/A","N/A"
"THEATER M103E","N/A","Michael Hackett","N/A","N/A","N/A","N/A","N/A"
"THEATER M103E","N/A","Shelley Taylor","N/A","N/A","N/A","N/A","N/A"
"THEATER M103G","N/A","Israel Lopez","N/A","N/A","N/A","N/A","N/A"
"THEATER M103G","N/A","Joe Samaniego","N/A","N/A","N/A","N/A","N/A"
"THEATER M103G","N/A","Jose luis Valenzuela","N/A","N/A","N/A","N/A","N/A"
"THEATER M178","N/A","K Galindo","N/A","N/A","N/A","N/A","N/A"
"TURKIC 101A","N/A","Guliz Kuruoglu","N/A","N/A","N/A","N/A","N/A"
"TURKIC 101A","N/A","Beyza Lorenz","N/A","N/A","N/A","N/A","N/A"
"TURKIC 101B","N/A","Guliz Kuruoglu","N/A","N/A","N/A","N/A","N/A"
"TURKIC 101B","N/A","Beyza Lorenz","N/A","N/A","N/A","N/A","N/A"
"TURKIC 101B","N/A","Ceyda Steele","N/A","N/A","N/A","N/A","N/A"
"TURKIC 101C","N/A","Guliz Kuruoglu","N/A","N/A","N/A","N/A","N/A"
"TURKIC 102B","N/A","Beyza Lorenz","N/A","N/A","N/A","N/A","N/A"
"TURKIC 210A","N/A","Beyza Lorenz","N/A","N/A","N/A","N/A","N/A"
"URBN PL 129","4.8","Leobardo Estrada","4.8","1.6","1.8","4.8","4.4"
"URBN PL 129","4.8","Karen Kaufmann","N/A","N/A","N/A","N/A","N/A"
"URBN PL 129","4.8","Jacqueline Leavitt","N/A","N/A","N/A","N/A","N/A"
"URBN PL 129","4.8","Donald Shoup","N/A","N/A","N/A","N/A","N/A"
"URBN PL 274","4.8","Carol Goldstein","N/A","N/A","N/A","N/A","N/A"
"URBN PL 274","4.8","Vinit Mukhija","4.8","2.7","2.7","4.8","4.8"
