"class_name","class_rating","professor_name","overall","easiness","workload","clarity","helpfulness"
"URBN PL C133","4.5","Stefano Bloch","N/A","N/A","N/A","N/A","N/A"
"URBN PL C133","4.5","Edward Soja","4.5","1.8","1.5","3.5","3.5"
"URBN PL 141","4.4","Leobardo Estrada","4.4","1.7","2.0","4.6","5.0"
"URBN PL 141","4.4","Karna Wong","N/A","N/A","N/A","N/A","N/A"
"URBN PL CM137","4.4","Goetz Wolff","4.4","3.2","3.6","4.2","4.6"
"URBN PL 120","4.0","Mark Garrett","N/A","N/A","N/A","N/A","N/A"
"URBN PL 120","4.0","Karolina Gorska","4.0","5.0","3.0","4.0","5.0"
"URBN PL 120","4.0","Jacqueline Leavitt","N/A","N/A","N/A","N/A","N/A"
"URBN PL 120","4.0","None Loukaitou-sideris","N/A","N/A","N/A","N/A","N/A"
"URBN PL 120","4.0","Beth Tamayose","N/A","N/A","N/A","N/A","N/A"
"URBN PL M110","4.0","Ananya Roy","4.0","3.0","3.0","4.0","4.0"
"URBN PL 235B","3.8","Stephen Commins","3.8","2.8","2.5","3.2","3.5"
"URBN PL 222","3.6","Evelyn Blumenberg","3.6","1.6","1.8","3.8","3.6"
"URBN PL M254","3.5","Randall Crane","3.5","3.8","3.8","3.2","3.2"
"URBN PL 202A","N/A","Jonathan Zasloff","N/A","N/A","N/A","N/A","N/A"
"URBN PL 205B","N/A","Paavo Monkkonen","N/A","N/A","N/A","N/A","N/A"
"URBN PL 217A","N/A","Teo Wickland","N/A","N/A","N/A","N/A","N/A"
"URBN PL 217A","N/A","Goetz Wolff","N/A","N/A","N/A","N/A","N/A"
"URBN PL 217B","N/A","Stephen Commins","N/A","N/A","N/A","N/A","N/A"
"URBN PL 220B","N/A","Cally Hardy","N/A","N/A","N/A","N/A","N/A"
"URBN PL 220B","N/A","Danielle Jang","N/A","N/A","N/A","N/A","N/A"
"URBN PL 220B","N/A","Michael Lens","N/A","N/A","N/A","N/A","N/A"
"URBN PL 228","N/A","Amber Hawks","N/A","N/A","N/A","N/A","N/A"
"URBN PL 228","N/A","Georgia Sheridan","N/A","N/A","N/A","N/A","N/A"
"URBN PL 229","N/A","Evelyn Blumenberg","N/A","N/A","N/A","N/A","N/A"
"URBN PL 229","N/A","Marie Kennedy","N/A","N/A","N/A","N/A","N/A"
"URBN PL 249","N/A","Martin Wachs","N/A","N/A","N/A","N/A","N/A"
"URBN PL 251","N/A","Anne Brown","N/A","N/A","N/A","N/A","N/A"
"URBN PL 251","N/A","Donald Shoup","N/A","N/A","N/A","N/A","N/A"
"URBN PL 252","N/A","Meghmik Babakhanian","N/A","N/A","N/A","N/A","N/A"
"URBN PL 252","N/A","Joseph Perez","N/A","N/A","N/A","N/A","N/A"
"URBN PL 269","N/A","Ursula Heise","N/A","N/A","N/A","N/A","N/A"
"URBN PL 271","N/A","Christopher Tilly","N/A","N/A","N/A","N/A","N/A"
"URBN PL 298","N/A","Jonathan Crisman","N/A","N/A","N/A","N/A","N/A"
"URBN PL 298","N/A","Dana Cuff","N/A","N/A","N/A","N/A","N/A"
"URBN PL 298","N/A","Maria de Zubiaurre","N/A","N/A","N/A","N/A","N/A"
"URBN PL 298","N/A","Todd Presner","N/A","N/A","N/A","N/A","N/A"
"URBN PL C184","N/A","Jacqueline Leavitt","N/A","N/A","N/A","N/A","N/A"
"URBN PL C184","N/A","Blanca Martinez-Navarro","N/A","N/A","N/A","N/A","N/A"
"URBN PL C184","N/A","Diana Varat","N/A","N/A","N/A","N/A","N/A"
"URBN PL C284","N/A","Blanca Martinez-Navarro","N/A","N/A","N/A","N/A","N/A"
"URBN PL C284","N/A","Diana Varat","N/A","N/A","N/A","N/A","N/A"
"URBN PL CM160","N/A","S Pincetl","N/A","N/A","N/A","N/A","N/A"
"URBN PL CM166","N/A","Justin Zackey","N/A","N/A","N/A","N/A","N/A"
"URBN PL M122","N/A","Paul Ong","N/A","N/A","N/A","N/A","N/A"
"URBN PL M150","N/A","Mohja Rhoads","N/A","N/A","N/A","N/A","N/A"
"URBN PL M167","N/A","S Jimenez","N/A","N/A","N/A","N/A","N/A"
"URBN PL M167","N/A","Paul Ong","N/A","N/A","N/A","N/A","N/A"
"URBN PL M206A","N/A","Madeline Brozen","N/A","N/A","N/A","N/A","N/A"
"URBN PL M206A","N/A","Aujean Lee","N/A","N/A","N/A","N/A","N/A"
"URBN PL M206A","N/A","Joseph Perman","N/A","N/A","N/A","N/A","N/A"
"URBN PL M206A","N/A","Norman Wong","N/A","N/A","N/A","N/A","N/A"
"URBN PL M236A","N/A","Michael Storper","N/A","N/A","N/A","N/A","N/A"
"URBN PL M250","N/A","Jonathan Mason","N/A","N/A","N/A","N/A","N/A"
"URBN PL M250","N/A","Evan Moorman","N/A","N/A","N/A","N/A","N/A"
"URBN PL M272","N/A","Joan Ling","N/A","N/A","N/A","N/A","N/A"
"URBN PL M287","N/A","Michael Fleming","N/A","N/A","N/A","N/A","N/A"
"URBN PL M291","N/A","Theodore Bardacke","N/A","N/A","N/A","N/A","N/A"
"URBN PL M291","N/A","Robert Skelton","N/A","N/A","N/A","N/A","N/A"
"URBN PL M291","N/A","Walker Wells","N/A","N/A","N/A","N/A","N/A"
"VIETMSE 2","5.0","T Nguyen","5.0","4.5","4.5","4.3","4.7"
"VIETMSE 2","5.0","Thu Nguyen","N/A","N/A","N/A","N/A","N/A"
"VIETMSE 3","4.9","Chuc Bui","N/A","N/A","N/A","N/A","N/A"
"VIETMSE 3","4.9","T Nguyen","4.9","4.7","4.9","4.9","5.0"
"VIETMSE 1","4.8","T Nguyen","4.8","4.5","5.0","4.8","5.0"
"VIETMSE 100A","N/A","Chuc Bui","N/A","N/A","N/A","N/A","N/A"
"VIETMSE 100B","N/A","Chuc Bui","N/A","N/A","N/A","N/A","N/A"
"VIETMSE 100C","N/A","Chuc Bui","N/A","N/A","N/A","N/A","N/A"
"VIETMSE 170","N/A","Chuc Bui","N/A","N/A","N/A","N/A","N/A"
"VIETMSE 180A","N/A","George Dutton","N/A","N/A","N/A","N/A","N/A"
"VIETMSE 180B","N/A","George Dutton","N/A","N/A","N/A","N/A","N/A"
"VIETMSE 8","N/A","Chuc Bui","N/A","N/A","N/A","N/A","N/A"
"VIETMSE M155","N/A","Chuc Bui","N/A","N/A","N/A","N/A","N/A"
"VIETMSE M155","N/A","Thu-huong Nguyen-vo","N/A","N/A","N/A","N/A","N/A"
"GENDER M128","5.0","Miriam Dexter","5.0","1.0","1.2","4.6","4.8"
"GENDER M165","5.0","K Elsesser","5.0","4.0","4.0","5.0","5.0"
"GENDER M165","5.0","Kim Elsesser","N/A","N/A","N/A","N/A","N/A"
"GENDER M165","5.0","Negin Ghavami","N/A","N/A","N/A","N/A","N/A"
"GENDER M165","5.0","Timothy Williamson","N/A","N/A","N/A","N/A","N/A"
"GENDER M146","4.8","Lisa Davis","N/A","N/A","N/A","N/A","N/A"
"GENDER M146","4.8","Lieba Faier","4.8","2.0","2.2","2.0","4.4"
"GENDER CM178","4.6","Rhonda Hammer","4.6","2.4","2.6","3.4","4.2"
"GENDER 171A","4.5","Shiva Falsafi","4.5","2.5","2.2","5.0","4.2"
"GENDER 171A","4.5","Su Mor","N/A","N/A","N/A","N/A","N/A"
"GENDER 171A","4.5","K Pearson","N/A","N/A","N/A","N/A","N/A"
"GENDER 98T","4.4","Purnima Mankekar","N/A","N/A","N/A","N/A","N/A"
"GENDER 98T","4.4","E Marchant","4.8","2.6","2.4","4.6","4.8"
"GENDER 98T","4.4","K Norberg","4.0","1.4","1.6","4.8","4.4"
"GENDER 98T","4.4","Preeti Sharma","N/A","N/A","N/A","N/A","N/A"
"GENDER 130","4.3","Mishuana Goeman","4.3","1.7","2.3","5.0","4.7"
"GENDER 130","4.3","K Hong","N/A","N/A","N/A","N/A","N/A"
"GENDER 10","4.2","Sharon Bays","4.0","2.6","2.6","4.3","4.1"
"GENDER 10","4.2","Kimberly Clair","N/A","N/A","N/A","N/A","N/A"
"GENDER 10","4.2","Karina Eileraas","4.3","3.4","3.6","4.3","4.3"
"GENDER 10","4.2","Alfretter Fair","N/A","N/A","N/A","N/A","N/A"
"GENDER 10","4.2","Mishuana Goeman","N/A","N/A","N/A","N/A","N/A"
"GENDER 10","4.2","Rhonda Hammer","4.6","2.6","2.3","3.9","4.7"
"GENDER 10","4.2","Elizabeth Marchant","N/A","N/A","N/A","N/A","N/A"
"GENDER 10","4.2","Kathryn Norberg","N/A","N/A","N/A","N/A","N/A"
"GENDER 10","4.2","K Norberg","4.3","1.4","1.3","4.6","4.3"
"GENDER 10","4.2","Kendahl Radcliffe","N/A","N/A","N/A","N/A","N/A"
"GENDER 185","4.1","Sharon Bays","4.5","3.0","2.7","4.7","4.7"
"GENDER 185","4.1","H Beyene","N/A","N/A","N/A","N/A","N/A"
"GENDER 185","4.1","Jessica Cattelino","N/A","N/A","N/A","N/A","N/A"
"GENDER 185","4.1","Kimberly Clair","N/A","N/A","N/A","N/A","N/A"
"GENDER 185","4.1","Shiva Falsafi","N/A","N/A","N/A","N/A","N/A"
"GENDER 185","4.1","A Finch","3.1","2.6","2.4","3.6","3.7"
"GENDER 185","4.1","Duncan Gilbert","N/A","N/A","N/A","N/A","N/A"
"GENDER 185","4.1","Mishuana Goeman","4.8","2.4","1.6","5.0","4.8"
"GENDER 185","4.1","Sondra Hale","3.6","1.6","1.4","3.4","4.6"
"GENDER 185","4.1","Sarah Haley","N/A","N/A","N/A","N/A","N/A"
"GENDER M149","4.1","Heather Collette-VanDeraa","N/A","N/A","N/A","N/A","N/A"
"GENDER M149","4.1","Mishuana Goeman","N/A","N/A","N/A","N/A","N/A"
"GENDER M149","4.1","Rhonda Hammer","4.1","3.4","3.3","4.1","4.6"
"GENDER M149","4.1","Elizabeth Marchant","N/A","N/A","N/A","N/A","N/A"
"GENDER M149","4.1","Jessica Martinez","N/A","N/A","N/A","N/A","N/A"
"GENDER M110C","3.5","A Garry","3.6","2.0","2.2","4.2","4.6"
"GENDER M110C","3.5","Sandra Harding","3.4","2.6","3.4","3.6","3.6"
"GENDER M154Q","3.2","Angeline Gunawardena","3.2","2.0","2.4","4.2","4.4"
"GENDER M154Q","3.2","K Sirota","N/A","N/A","N/A","N/A","N/A"
"GENDER M154Q","3.2","M Vernon","N/A","N/A","N/A","N/A","N/A"
"GENDER M186A","3.2","Ellen Dubois","3.2","1.8","2.5","3.3","3.0"
"GENDER M186A","3.2","Kathryn Norberg","N/A","N/A","N/A","N/A","N/A"
"GENDER M174","3.1","Ivan Berend","N/A","N/A","N/A","N/A","N/A"
"GENDER M174","3.1","Zsuzsa Berend","2.8","1.6","1.2","2.2","3.0"
"GENDER M174","3.1","Ana maria Goldani","3.3","2.6","2.6","2.6","3.6"
"GENDER M174","3.1","Judith Seltzer","N/A","N/A","N/A","N/A","N/A"
"GENDER 122","3.0","Jacob Lau","3.0","2.0","3.0","2.0","1.0"
"GENDER M166","3.0","Sharon Bays","3.4","2.1","2.3","3.6","4.0"
"GENDER M166","3.0","K Rowe","2.6","1.0","1.0","2.4","3.0"
"GENDER M136","2.9","Alexandra Apolloni","N/A","N/A","N/A","N/A","N/A"
"GENDER M136","2.9","Olivia Bloechl","3.3","1.7","2.1","4.3","3.7"
"GENDER M136","2.9","Erin Brooks","N/A","N/A","N/A","N/A","N/A"
"GENDER M136","2.9","E Marchant","4.8","2.8","2.8","4.8","4.2"
"GENDER M136","2.9","H Replogle","1.0","1.0","1.0","1.0","1.0"
"GENDER M136","2.9","Ryan Rowen","N/A","N/A","N/A","N/A","N/A"
"GENDER M180B","2.6","Sharon Traweek","2.6","2.2","2.6","2.0","4.8"
"GENDER M107A","2.5","K Rowe","2.5","1.0","1.0","2.8","3.3"
"GENDER M107A","2.5","Karen Rowe","N/A","N/A","N/A","N/A","N/A"
"GENDER M107A","2.5","Megan Stephan","N/A","N/A","N/A","N/A","N/A"
"GENDER M141","2.4","Grace Hong","2.4","2.6","2.4","1.4","2.1"
"GENDER M107C","2.2","K Rowe","2.2","1.0","1.0","2.0","3.2"
"GENDER 105","1.9","Grace Hong","1.9","2.6","2.4","1.6","2.4"
"GENDER M259A","1.5","Grace Hong","1.5","2.5","3.0","1.8","2.5"
"GENDER 102","N/A","A Finch","N/A","N/A","N/A","N/A","N/A"
"GENDER 102","N/A","Mishuana Goeman","N/A","N/A","N/A","N/A","N/A"
"GENDER 102","N/A","Sarah Haley","N/A","N/A","N/A","N/A","N/A"
"GENDER 102","N/A","Fred Hernandez","N/A","N/A","N/A","N/A","N/A"
"GENDER 102","N/A","Jacob Lau","N/A","N/A","N/A","N/A","N/A"
"GENDER 102","N/A","Elizabeth Marchant","N/A","N/A","N/A","N/A","N/A"
"GENDER 102","N/A","Jessica Martinez","N/A","N/A","N/A","N/A","N/A"
"GENDER 102","N/A","Sharon Traweek","N/A","N/A","N/A","N/A","N/A"
"GENDER 103","N/A","N Diwan","N/A","N/A","N/A","N/A","N/A"
"GENDER 103","N/A","Mishuana Goeman","N/A","N/A","N/A","N/A","N/A"
"GENDER 103","N/A","Ki Hong","N/A","N/A","N/A","N/A","N/A"
"GENDER 103","N/A","Elizabeth Marchant","N/A","N/A","N/A","N/A","N/A"
"GENDER 103","N/A","Rana Sharif","N/A","N/A","N/A","N/A","N/A"
"GENDER 103","N/A","Jennifer Sharpe","N/A","N/A","N/A","N/A","N/A"
"GENDER 104","N/A","Kimberly Clair","N/A","N/A","N/A","N/A","N/A"
"GENDER 104","N/A","Michelle Erai","N/A","N/A","N/A","N/A","N/A"
"GENDER 104","N/A","Elizabeth Marchant","N/A","N/A","N/A","N/A","N/A"
"GENDER 104","N/A","Stephanie Santos","N/A","N/A","N/A","N/A","N/A"
"GENDER 104","N/A","Gitanjali Singh","N/A","N/A","N/A","N/A","N/A"
"GENDER 110B","N/A","J Sharpe","N/A","N/A","N/A","N/A","N/A"
"GENDER 113","N/A","Kathryn Norberg","N/A","N/A","N/A","N/A","N/A"
"GENDER 120SL","N/A","Michelle Erai","N/A","N/A","N/A","N/A","N/A"
"GENDER 123","N/A","Elizabeth Marchant","N/A","N/A","N/A","N/A","N/A"
"GENDER 125","N/A","Saskia Subramanian","N/A","N/A","N/A","N/A","N/A"
"GENDER 145","N/A","Sarah Haley","N/A","N/A","N/A","N/A","N/A"
"GENDER 168","N/A","Sule Ozler","N/A","N/A","N/A","N/A","N/A"
"GENDER 171","N/A","Z Kramer","N/A","N/A","N/A","N/A","N/A"
"GENDER 202","N/A","Michelle Erai","N/A","N/A","N/A","N/A","N/A"
"GENDER CM143","N/A","Kimberly Clair","N/A","N/A","N/A","N/A","N/A"
"GENDER CM170","N/A","F Boutaghou","N/A","N/A","N/A","N/A","N/A"
"GENDER CM170","N/A","Katherine King","N/A","N/A","N/A","N/A","N/A"
"GENDER M101A","N/A","Arthur Little","N/A","N/A","N/A","N/A","N/A"
"GENDER M101B","N/A","Arthur Little","N/A","N/A","N/A","N/A","N/A"
"GENDER M104C","N/A","Courtney Bleecher","N/A","N/A","N/A","N/A","N/A"
"GENDER M104C","N/A","Aryun Hahm","N/A","N/A","N/A","N/A","N/A"
"GENDER M104C","N/A","Fernando Torres-gil","N/A","N/A","N/A","N/A","N/A"
"GENDER M105A","N/A","Lowell Gallagher","N/A","N/A","N/A","N/A","N/A"
"GENDER M105B","N/A","Arthur Little","N/A","N/A","N/A","N/A","N/A"
"GENDER M107B","N/A","Claire Mceachern","N/A","N/A","N/A","N/A","N/A"
"GENDER M107B","N/A","Sarah Mesle","N/A","N/A","N/A","N/A","N/A"
"GENDER M111","N/A","Elizabeth Marchant","N/A","N/A","N/A","N/A","N/A"
"GENDER M111","N/A","Jennifer Moorman","N/A","N/A","N/A","N/A","N/A"
"GENDER M111","N/A","M Rhee","N/A","N/A","N/A","N/A","N/A"
"GENDER M111","N/A","Jennifer Sharpe","N/A","N/A","N/A","N/A","N/A"
"GENDER M114","N/A","J Schultz","N/A","N/A","N/A","N/A","N/A"
"GENDER M114","N/A","James Schultz","N/A","N/A","N/A","N/A","N/A"
"GENDER M115","N/A","Luke Boso","N/A","N/A","N/A","N/A","N/A"
"GENDER M115","N/A","Jennifer Sharpe","N/A","N/A","N/A","N/A","N/A"
"GENDER M121","N/A","Elizabeth Ribet","N/A","N/A","N/A","N/A","N/A"
"GENDER M127","N/A","Yelena Furman","N/A","N/A","N/A","N/A","N/A"
"GENDER M133C","N/A","Kathryn Norberg","N/A","N/A","N/A","N/A","N/A"
"GENDER M147A","N/A","Linda Garnets","N/A","N/A","N/A","N/A","N/A"
"GENDER M147C","N/A","Maurice Magana","N/A","N/A","N/A","N/A","N/A"
"GENDER M147C","N/A","Kendy Rivera","N/A","N/A","N/A","N/A","N/A"
"GENDER M147D","N/A","Ellen Dubois","N/A","N/A","N/A","N/A","N/A"
"GENDER M147D","N/A","Sarah Pripas-Kapit","N/A","N/A","N/A","N/A","N/A"
"GENDER M151","N/A","D Read","N/A","N/A","N/A","N/A","N/A"
"GENDER M155Q","N/A","Sondra Hale","N/A","N/A","N/A","N/A","N/A"
"GENDER M155Q","N/A","Deborah Mindry","N/A","N/A","N/A","N/A","N/A"
"GENDER M162","N/A","Mignon Moore","N/A","N/A","N/A","N/A","N/A"
"GENDER M162","N/A","A Saguy","N/A","N/A","N/A","N/A","N/A"
"GENDER M162","N/A","Abigail Saguy","N/A","N/A","N/A","N/A","N/A"
"GENDER M163","N/A","Linda Bianchi","N/A","N/A","N/A","N/A","N/A"
"GENDER M164","N/A","Karina Eileraas","N/A","N/A","N/A","N/A","N/A"
"GENDER M164","N/A","Hannah Landecker","N/A","N/A","N/A","N/A","N/A"
"GENDER M167","N/A","Linda Van leuven","N/A","N/A","N/A","N/A","N/A"
"GENDER M186B","N/A","Ellen Dubois","N/A","N/A","N/A","N/A","N/A"
"GENDER M195CE","N/A","Rahel Woldegaber","N/A","N/A","N/A","N/A","N/A"
"GENDER M261","N/A","Cheryl Keyes","N/A","N/A","N/A","N/A","N/A"
"GENDER M266","N/A","Sandra Harding","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 51W","5.0","David Shorter","5.0","2.0","3.0","3.0","3.0"
"WL ARTS 61","4.8","K Shah","4.8","2.6","2.2","5.0","5.0"
"WL ARTS 2","4.7","B Freeman","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 2","4.7","Robert Gordon","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 2","4.7","Lakhiyia Hicks","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 2","4.7","E Otake","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 2","4.7","Colin Quigley","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 2","4.7","Mary Roberts","4.7","2.5","2.3","4.3","4.5"
"WL ARTS 2","4.7","Kristiana Willsey","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 59","4.7","Hassan Christopher","4.8","1.5","1.2","4.5","4.8"
"WL ARTS 59","4.7","Lynn Dally","4.7","1.3","1.7","3.5","4.5"
"WL ARTS 59","4.7","L Harris","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 133","4.6","J Aydin","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 133","4.6","James Bassler","4.6","2.6","2.6","4.6","4.3"
"WL ARTS 133","4.6","A Mekler","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 133","4.6","Elena Phipps","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 100A","4.5","Kristy Edmunds","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 100A","4.5","Peter Sellars","4.5","3.8","3.8","4.5","5.0"
"WL ARTS 67B","4.5","Robert Een","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 67B","4.5","Susan Foster","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 67B","4.5","Victoria Marks","4.5","1.3","1.5","4.5","5.0"
"WL ARTS 100B","4.4","Peter Sellars","4.4","3.6","4.0","4.3","4.9"
"WL ARTS 181","4.4","John Bishop","4.4","3.8","3.2","5.0","4.6"
"WL ARTS 65","4.4","Hassan Christopher","4.4","1.6","1.4","4.1","4.1"
"WL ARTS 65","4.4","C Johnson","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 65","4.4","Cheng-chieh Yu","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 117B","3.7","Dan Froot","3.7","3.1","3.0","3.3","4.3"
"WL ARTS 498","3.7","David Gere","3.7","2.7","2.3","3.6","3.4"
"WL ARTS 10","3.6","Dan Froot","3.2","3.2","3.0","3.6","4.4"
"WL ARTS 10","3.6","David Gere","3.5","2.5","2.2","3.5","3.8"
"WL ARTS 10","3.6","Dragenson Lung","4.4","4.4","4.6","4.4","4.4"
"WL ARTS 10","3.6","Judy Mitoma","3.2","3.5","3.0","3.5","4.2"
"WL ARTS 10","3.6","Jason Tsou","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 10","3.6","Cheng-chieh Yu","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 67A","3.6","Dan Froot","3.6","2.8","3.2","3.8","4.4"
"WL ARTS 67A","3.6","L Popkin","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 67A","3.6","Cheng-chieh Yu","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 9","3.6","Lynn Dally","4.0","1.2","1.5","3.8","4.5"
"WL ARTS 9","3.6","David Gere","3.3","2.7","3.0","3.7","3.7"
"WL ARTS 9","3.6","Angelia Leung","N/A","N/A","N/A","N/A","N/A"
"WL ARTS C139","3.6","Donald Cosentino","3.6","2.2","2.4","3.6","3.4"
"WL ARTS C139","3.6","Patrick Polk","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 101","3.5","Anurima Banerji","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 101","3.5","David Gere","3.5","2.8","2.5","3.5","3.8"
"WL ARTS 102","3.5","David Gere","3.5","2.5","2.2","3.5","3.8"
"WL ARTS 21","3.5","David Shorter","3.5","3.0","2.8","3.0","3.2"
"WL ARTS 22","3.5","Donald Cosentino","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 22","3.5","K Noonan","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 22","3.5","P Polk","3.5","2.3","2.5","3.0","3.0"
"WL ARTS 22","3.5","Patrick Polk","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 22","3.5","Peter Tokofsky","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 22","3.5","Kristiana Willsey","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 33","3.5","David Gere","3.2","2.5","2.8","3.8","3.8"
"WL ARTS 33","3.5","David Shorter","3.7","2.6","2.3","3.4","3.9"
"WL ARTS M23","3.5","Peter Nabokov","3.5","2.0","2.0","3.8","4.5"
"WL ARTS M23","3.5","Nancy Reifel","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 144","3.4","David Gere","3.4","2.6","2.8","3.8","3.0"
"WL ARTS 122","3.3","Peter Tokofsky","3.3","2.4","2.7","3.4","3.4"
"WL ARTS 24","3.3","P Polk","3.2","2.8","2.2","2.8","2.4"
"WL ARTS 24","3.3","Mary Roberts","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 24","3.3","David Shorter","3.4","2.6","2.8","3.4","3.2"
"WL ARTS 2B","3.2","Lucy Burns","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 2B","3.2","Irma Dosamantes-beaudry","1.6","3.4","3.4","1.4","1.4"
"WL ARTS 2B","3.2","Mary Roberts","4.4","2.3","2.4","4.3","4.9"
"WL ARTS 120","3.1","Jacinta Arthur De La Maza","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 120","3.1","Y Flores-pena","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 120","3.1","Robert Gordon","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 120","3.1","Kevin Groark","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 120","3.1","Lakhiyia Hicks","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 120","3.1","Kevin Kane","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 120","3.1","Peter Nabokov","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 120","3.1","A Petrovic","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 120","3.1","P Polk","3.8","2.6","2.4","3.2","2.4"
"WL ARTS 120","3.1","Patrick Polk","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 185","3.1","Dan Froot","3.8","3.2","3.2","3.8","4.2"
"WL ARTS 185","3.1","Angelia Leung","2.7","3.6","3.4","2.1","2.4"
"WL ARTS 185","3.1","Colin Quigley","N/A","N/A","N/A","N/A","N/A"
"WL ARTS M130","2.6","David Gere","3.1","2.4","2.3","3.6","3.6"
"WL ARTS M130","2.6","Allen Roberts","1.8","2.0","2.8","2.0","2.2"
"WL ARTS 6","2.3","M Kouakou","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 6","2.3","David Rousseve","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 6","2.3","Wilfried Souly","2.3","2.4","2.4","1.9","1.9"
"WL ARTS 6","2.3","Pawangnimdi Tarpaga","N/A","N/A","N/A","N/A","N/A"
"WL ARTS M128","1.9","Judith Baca","1.0","4.4","4.9","1.0","1.0"
"WL ARTS M128","1.9","David Shorter","3.5","2.8","3.0","3.8","3.5"
"WL ARTS C142","1.8","Allen Roberts","1.8","2.2","2.2","2.2","1.2"
"WL ARTS C142","1.8","Arushi Singh","N/A","N/A","N/A","N/A","N/A"
"WL ARTS C156","1.7","Irma Dosamantes-beaudry","1.7","3.4","3.6","1.7","1.6"
"WL ARTS 143A","1.5","Irma Dosamantes-beaudry","1.5","3.8","3.5","1.5","1.5"
"WL ARTS 174","1.4","Allen Roberts","1.4","2.3","2.3","2.0","1.1"
"WL ARTS 103","N/A","Carolina San Juan","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 114","N/A","Dan Froot","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 114","N/A","Daniel Froot","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 114","N/A","Robert Gordon","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 114","N/A","Victoria Marks","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 114","N/A","Lionel Popkin","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 114","N/A","Cheng-chieh Yu","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 116","N/A","Simone Forti","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 117A","N/A","L Popkin","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 117A","N/A","David Rousseve","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 117C","N/A","David Rousseve","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 12","N/A","Colin Quigley","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 124","N/A","Patrick Polk","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 13","N/A","Angelia Leung","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 13","N/A","David Rousseve","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 13","N/A","Cheng-chieh Yu","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 134","N/A","Donald Cosentino","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 15","N/A","Susan Foster","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 15","N/A","Angelia Leung","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 15","N/A","Victoria Marks","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 15","N/A","L Popkin","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 16","N/A","Susan Foster","N/A","N/A","N/A","N/A","N/A"
"WL ARTS 16","N/A","Angelia Leung","N/A","N/A","N/A","N/A","N/A"
